Index,Source,Species,Tissue,Batch,FragPipe_result,Contaminant,Protein,Protein ID,Entry Name,Gene,Length,Is Decoy,Is Contaminant,Organism,Protein Description,Protein Existence,Coverage,Protein Probability,Top Peptide Probability,Protein Qvalue,Total Peptides,Unique Peptides,Razor Peptides,Total Spectral Count,Unique Spectral Count,Razor Spectral Count,Total Intensity,Unique Intensity,Razor Intensity,Razor Assigned Modifications,Razor Observed Modifications,Indistinguishable Proteins
1757,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3B03G1431100LC.1,TraesCS3B03G1431100LC.1,TraesCS3B03G1431100LC.1,,205,False,False,,TraesCS3B03G1431100LC.1,,6.34,0.0,0.0517,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1758,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3B03G1462800.1,TraesCS3B03G1462800.1,TraesCS3B03G1462800.1,,441,False,False,,TraesCS3B03G1462800.1,,3.63,0.0,0.0607,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1759,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3B03G1470500LC.1,TraesCS3B03G1470500LC.1,TraesCS3B03G1470500LC.1,,288,False,False,,TraesCS3B03G1470500LC.1,,3.47,0.0,0.1377,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS3B03G1472500.1, TraesCS3B03G1473800.1, TraesCS7A03G0617700.1, TraesCS7A03G0617700.2, TraesCS7B03G0448500.1, TraesCS7B03G0448500.2, TraesCS7D03G0607500.1, TraesCS7D03G0607500.2"
1760,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3B03G1515700.1,TraesCS3B03G1515700.1,TraesCS3B03G1515700.1,,254,False,False,,TraesCS3B03G1515700.1,,11.42,0.0,0.0919,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1761,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3B03G1520400.1,TraesCS3B03G1520400.1,TraesCS3B03G1520400.1,,771,False,False,,TraesCS3B03G1520400.1,,0.91,0.0,0.2124,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1762,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0023200.1,TraesCS3D03G0023200.1,TraesCS3D03G0023200.1,,1039,False,False,,TraesCS3D03G0023200.1,,1.54,0.0,0.307,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1763,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0092500.1,TraesCS3D03G0092500.1,TraesCS3D03G0092500.1,,151,False,False,,TraesCS3D03G0092500.1,,6.62,0.0,0.1618,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1764,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0106900LC.1,TraesCS3D03G0106900LC.1,TraesCS3D03G0106900LC.1,,251,False,False,,TraesCS3D03G0106900LC.1,,6.37,0.0,0.0882,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1765,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0131800.1,TraesCS3D03G0131800.1,TraesCS3D03G0131800.1,,1021,False,False,,TraesCS3D03G0131800.1,,1.37,0.0,0.1546,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1766,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0139700LC.2,TraesCS3D03G0139700LC.2,TraesCS3D03G0139700LC.2,,140,False,False,,TraesCS3D03G0139700LC.2,,5.71,0.0,0.1152,0.00768245838668,1,1,1,1,1,1,0,0,0,5C(57.0214),,
1767,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0159900.1,TraesCS3D03G0159900.1,TraesCS3D03G0159900.1,,533,False,False,,TraesCS3D03G0159900.1,,2.06,0.0,0.056,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS6A03G0202100.1, TraesCS6B03G0270100.1"
1768,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0164200LC.1,TraesCS3D03G0164200LC.1,TraesCS3D03G0164200LC.1,,303,False,False,,TraesCS3D03G0164200LC.1,,2.64,0.0,0.1166,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1769,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0174500.1,TraesCS3D03G0174500.1,TraesCS3D03G0174500.1,,1054,False,False,,TraesCS3D03G0174500.1,,1.52,0.0,0.0594,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1770,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0238500.1,TraesCS3D03G0238500.1,TraesCS3D03G0238500.1,,162,False,False,,TraesCS3D03G0238500.1,,10.49,0.0,0.2905,0.00768245838668,1,0,1,3,0,3,0,0,0,,,
1771,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0336000LC.1,TraesCS3D03G0336000LC.1,TraesCS3D03G0336000LC.1,,284,False,False,,TraesCS3D03G0336000LC.1,,3.52,0.0,0.1682,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1772,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0337200.1,TraesCS3D03G0337200.1,TraesCS3D03G0337200.1,,601,False,False,,TraesCS3D03G0337200.1,,2.33,0.0,0.0672,0.00768245838668,1,1,1,1,1,1,0,0,0,9C(57.0214),,
1773,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0366400.1,TraesCS3D03G0366400.1,TraesCS3D03G0366400.1,,455,False,False,,TraesCS3D03G0366400.1,,1.98,0.0,0.2764,0.00768245838668,1,1,1,2,2,2,0,0,0,,,
1774,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0372200LC.1,TraesCS3D03G0372200LC.1,TraesCS3D03G0372200LC.1,,166,False,False,,TraesCS3D03G0372200LC.1,,7.83,0.0,0.0987,0.00768245838668,1,1,1,1,1,1,0,0,0,2M(15.9949),,
1775,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0408300.2,TraesCS3D03G0408300.2,TraesCS3D03G0408300.2,,414,False,False,,TraesCS3D03G0408300.2,,1.69,0.0,0.2093,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1776,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0547000LC.1,TraesCS3D03G0547000LC.1,TraesCS3D03G0547000LC.1,,98,False,False,,TraesCS3D03G0547000LC.1,,16.33,0.0,0.0874,0.00768245838668,1,1,1,1,1,1,0,0,0,N-term(42.0106),,
1777,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0626100LC.1,TraesCS3D03G0626100LC.1,TraesCS3D03G0626100LC.1,,484,False,False,,TraesCS3D03G0626100LC.1,,1.65,0.0,0.3323,0.00768245838668,1,1,1,2,2,2,0,0,0,,,
1778,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0632900.1,TraesCS3D03G0632900.1,TraesCS3D03G0632900.1,,379,False,False,,TraesCS3D03G0632900.1,,3.17,0.0,0.2589,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1779,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0675700LC.1,TraesCS3D03G0675700LC.1,TraesCS3D03G0675700LC.1,,91,False,False,,TraesCS3D03G0675700LC.1,,17.58,0.0,0.0843,0.00768245838668,1,1,1,1,1,1,0,0,0,12C(57.0214),,
1780,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0704300LC.1,TraesCS3D03G0704300LC.1,TraesCS3D03G0704300LC.1,,262,False,False,,TraesCS3D03G0704300LC.1,,8.4,0.0,0.2857,0.00768245838668,1,1,1,1,1,1,0,0,0,"2M(15.9949), 3M(15.9949)",,
1781,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0706600LC.1,TraesCS3D03G0706600LC.1,TraesCS3D03G0706600LC.1,,100,False,False,,TraesCS3D03G0706600LC.1,,22.0,0.0,0.0976,0.00768245838668,1,1,1,1,1,1,0,0,0,"12C(57.0214), 1C(57.0214)",,
1782,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0707400LC.1,TraesCS3D03G0707400LC.1,TraesCS3D03G0707400LC.1,,403,False,False,,TraesCS3D03G0707400LC.1,,4.71,0.0,0.147,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1783,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0719300LC.1,TraesCS3D03G0719300LC.1,TraesCS3D03G0719300LC.1,,258,False,False,,TraesCS3D03G0719300LC.1,,3.49,0.0,0.1412,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1784,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0786200LC.1,TraesCS3D03G0786200LC.1,TraesCS3D03G0786200LC.1,,311,False,False,,TraesCS3D03G0786200LC.1,,5.79,0.0,0.1206,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1785,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0804800.1,TraesCS3D03G0804800.1,TraesCS3D03G0804800.1,,497,False,False,,TraesCS3D03G0804800.1,,1.41,0.0,0.2219,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1786,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0849400LC.1,TraesCS3D03G0849400LC.1,TraesCS3D03G0849400LC.1,,96,False,False,,TraesCS3D03G0849400LC.1,,32.29,0.0,0.2659,0.00768245838668,1,1,1,1,1,1,0,0,0,N-term(42.0106),,
1787,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G0937800LC.1,TraesCS3D03G0937800LC.1,TraesCS3D03G0937800LC.1,,408,False,False,,TraesCS3D03G0937800LC.1,,3.43,0.0,0.1632,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1788,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G1021600.1,TraesCS3D03G1021600.1,TraesCS3D03G1021600.1,,373,False,False,,TraesCS3D03G1021600.1,,3.49,0.0,0.1645,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1789,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G1034500.1,TraesCS3D03G1034500.1,TraesCS3D03G1034500.1,,1467,False,False,,TraesCS3D03G1034500.1,,0.55,0.0,0.1453,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1790,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G1048900LC.1,TraesCS3D03G1048900LC.1,TraesCS3D03G1048900LC.1,,343,False,False,,TraesCS3D03G1048900LC.1,,2.92,0.0,0.0973,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1791,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G1073100LC.1,TraesCS3D03G1073100LC.1,TraesCS3D03G1073100LC.1,,118,False,False,,TraesCS3D03G1073100LC.1,,10.17,0.0,0.2422,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1792,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G1098400LC.1,TraesCS3D03G1098400LC.1,TraesCS3D03G1098400LC.1,,233,False,False,,TraesCS3D03G1098400LC.1,,3.43,0.0,0.0863,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1793,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G1146300LC.1,TraesCS3D03G1146300LC.1,TraesCS3D03G1146300LC.1,,120,False,False,,TraesCS3D03G1146300LC.1,,11.67,0.0,0.3456,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1794,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G1188500.1,TraesCS3D03G1188500.1,TraesCS3D03G1188500.1,,454,False,False,,TraesCS3D03G1188500.1,,5.51,0.0,0.0611,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1795,PXD004720,bread wheat,embryo,single,protein,no,TraesCS3D03G1189500LC.1,TraesCS3D03G1189500LC.1,TraesCS3D03G1189500LC.1,,138,False,False,,TraesCS3D03G1189500LC.1,,5.07,0.0,0.0671,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1796,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0000800.1,TraesCS4A03G0000800.1,TraesCS4A03G0000800.1,,596,False,False,,TraesCS4A03G0000800.1,,2.01,0.0,0.1055,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4B03G0000500.1, TraesCS4D03G0000700.1, TraesCS7A03G0702600.1, TraesCS7B03G0502600.1, TraesCS7B03G0502600.2, TraesCS7D03G0687400.1, TraesCS7D03G0687400.2"
1797,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0001100.1,TraesCS4A03G0001100.1,TraesCS4A03G0001100.1,,681,False,False,,TraesCS4A03G0001100.1,,1.62,0.0,0.0,0.00768245838668,1,0,1,1,0,1,0,0,0,,,
1798,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0011800.1,TraesCS4A03G0011800.1,TraesCS4A03G0011800.1,,590,False,False,,TraesCS4A03G0011800.1,,1.69,0.0,0.0622,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1799,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0039600.1,TraesCS4A03G0039600.1,TraesCS4A03G0039600.1,,222,False,False,,TraesCS4A03G0039600.1,,4.05,0.0,0.0692,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4A03G0039600.2, TraesCS4B03G0745600.1, TraesCS4B03G0745600.2, TraesCS4D03G0665300.1"
1800,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0040100.1,TraesCS4A03G0040100.1,TraesCS4A03G0040100.1,,124,False,False,,TraesCS4A03G0040100.1,,15.32,0.0,0.2509,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4A03G1015200LC.1, TraesCS5A03G1011100.1, TraesCS6D03G0723800.1"
1801,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0041500LC.1,TraesCS4A03G0041500LC.1,TraesCS4A03G0041500LC.1,,578,False,False,,TraesCS4A03G0041500LC.1,,1.56,0.0,0.0924,0.00768245838668,1,0,1,1,0,1,0,0,0,,,TraesCS4B03G0743000LC.1
1802,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0048700.1,TraesCS4A03G0048700.1,TraesCS4A03G0048700.1,,718,False,False,,TraesCS4A03G0048700.1,,2.79,0.0,0.1187,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1803,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0087800.1,TraesCS4A03G0087800.1,TraesCS4A03G0087800.1,,590,False,False,,TraesCS4A03G0087800.1,,2.03,0.0,0.0674,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4B03G0693600.1, TraesCS4D03G0621200.1"
1804,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0106700LC.1,TraesCS4A03G0106700LC.1,TraesCS4A03G0106700LC.1,,141,False,False,,TraesCS4A03G0106700LC.1,,9.93,0.0,0.112,0.00768245838668,1,0,1,1,0,1,0,0,0,"9M(15.9949), N-term(42.0106)",,TraesCSU03G0294000LC.1
1805,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0112900.1,TraesCS4A03G0112900.1,TraesCS4A03G0112900.1,,511,False,False,,TraesCS4A03G0112900.1,,1.57,0.0,0.1668,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4B03G0668600.1, TraesCS4D03G0592000.1"
1806,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0125900LC.1,TraesCS4A03G0125900LC.1,TraesCS4A03G0125900LC.1,,145,False,False,,TraesCS4A03G0125900LC.1,,7.59,0.0,0.2072,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1807,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0132200.1,TraesCS4A03G0132200.1,TraesCS4A03G0132200.1,,1397,False,False,,TraesCS4A03G0132200.1,,0.79,0.0,0.0836,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4B03G0663700.1, TraesCS4B03G0663700.2"
1808,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0133500LC.1,TraesCS4A03G0133500LC.1,TraesCS4A03G0133500LC.1,,486,False,False,,TraesCS4A03G0133500LC.1,,2.67,0.0,0.0743,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1809,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0162600.1,TraesCS4A03G0162600.1,TraesCS4A03G0162600.1,,652,False,False,,TraesCS4A03G0162600.1,,1.53,0.0,0.1207,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4B03G0615700.1, TraesCS4B03G0615700.2, TraesCS4D03G0544400.1"
1810,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0212000LC.1,TraesCS4A03G0212000LC.1,TraesCS4A03G0212000LC.1,,82,False,False,,TraesCS4A03G0212000LC.1,,14.63,0.0,0.1141,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1811,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0229300.1,TraesCS4A03G0229300.1,TraesCS4A03G0229300.1,,788,False,False,,TraesCS4A03G0229300.1,,0.89,0.0,0.0813,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4B03G0542200.1, TraesCS4B03G0542200.2, TraesCS4D03G0479600.1, TraesCS4D03G0479600.2"
1812,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0242500LC.1,TraesCS4A03G0242500LC.1,TraesCS4A03G0242500LC.1,,290,False,False,,TraesCS4A03G0242500LC.1,,3.1,0.0,0.1064,0.00768245838668,1,0,1,2,0,2,0,0,0,,,"TraesCS4B03G0525800.1, TraesCS4D03G0464800.1"
1813,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0243200.1,TraesCS4A03G0243200.1,TraesCS4A03G0243200.1,,1271,False,False,,TraesCS4A03G0243200.1,,1.02,0.0,0.1042,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1814,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0251200.3,TraesCS4A03G0251200.3,TraesCS4A03G0251200.3,,594,False,False,,TraesCS4A03G0251200.3,,1.68,0.0,0.0654,0.00768245838668,1,1,1,1,1,1,0,0,0,"2C(57.0214), 9M(15.9949)",,
1815,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0251700.1,TraesCS4A03G0251700.1,TraesCS4A03G0251700.1,,1008,False,False,,TraesCS4A03G0251700.1,,1.29,0.0,0.11,0.00768245838668,1,0,1,2,0,2,0,0,0,,,"TraesCS4A03G0251700.2, TraesCS4A03G0251700.3, TraesCS4B03G0513700.1, TraesCS4D03G0456400.1, TraesCS4D03G0456400.2"
1816,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0258100.1,TraesCS4A03G0258100.1,TraesCS4A03G0258100.1,,606,False,False,,TraesCS4A03G0258100.1,,2.48,0.0,0.199,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4A03G0258100.2, TraesCS4B03G0506800.1, TraesCS4B03G0506800.2, TraesCS4D03G0452700.1, TraesCS4D03G0452700.2"
1817,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0276500.5,TraesCS4A03G0276500.5,TraesCS4A03G0276500.5,,679,False,False,,TraesCS4A03G0276500.5,,2.95,0.0,0.05,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1818,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0277100.1,TraesCS4A03G0277100.1,TraesCS4A03G0277100.1,,178,False,False,,TraesCS4A03G0277100.1,,5.62,0.0,0.1921,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1819,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0295600.1,TraesCS4A03G0295600.1,TraesCS4A03G0295600.1,,526,False,False,,TraesCS4A03G0295600.1,,1.9,0.0,0.0615,0.00768245838668,1,0,1,1,0,1,0,0,0,2M(15.9949),,"TraesCS4B03G0474100.1, TraesCS4D03G0424300.1"
1820,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0304700LC.1,TraesCS4A03G0304700LC.1,TraesCS4A03G0304700LC.1,,92,False,False,,TraesCS4A03G0304700LC.1,,11.96,0.0,0.1113,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1821,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0313300LC.1,TraesCS4A03G0313300LC.1,TraesCS4A03G0313300LC.1,,343,False,False,,TraesCS4A03G0313300LC.1,,4.08,0.0,0.1324,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1822,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0319100.1,TraesCS4A03G0319100.1,TraesCS4A03G0319100.1,,250,False,False,,TraesCS4A03G0319100.1,,3.6,0.0,0.2976,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4A03G0319100.2, TraesCS4B03G0408900.1, TraesCS4D03G0389600.1"
1823,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0326500.1,TraesCS4A03G0326500.1,TraesCS4A03G0326500.1,,429,False,False,,TraesCS4A03G0326500.1,,2.8,0.0,0.117,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1824,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0381500.1,TraesCS4A03G0381500.1,TraesCS4A03G0381500.1,,255,False,False,,TraesCS4A03G0381500.1,,4.31,0.0,0.0837,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4B03G0434300.1, TraesCS4D03G0364300.1, TraesCS4D03G0364300.2"
1825,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0411400.1,TraesCS4A03G0411400.1,TraesCS4A03G0411400.1,,411,False,False,,TraesCS4A03G0411400.1,,2.92,0.0,0.1428,0.00768245838668,1,0,1,1,0,1,0,0,0,,,TraesCS4A03G0411400.2
1826,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0483100LC.1,TraesCS4A03G0483100LC.1,TraesCS4A03G0483100LC.1,,608,False,False,,TraesCS4A03G0483100LC.1,,2.14,0.0,0.1873,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1827,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0486200.2,TraesCS4A03G0486200.2,TraesCS4A03G0486200.2,,584,False,False,,TraesCS4A03G0486200.2,,2.23,0.0,0.2084,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4A03G0486200.3, TraesCS4A03G0486200.4, TraesCS4B03G0322200.1, TraesCS4B03G0322200.2, TraesCS4B03G0322200.3, TraesCS4D03G0264500.1, TraesCS4D03G0264500.2"
1828,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0488100LC.1,TraesCS4A03G0488100LC.1,TraesCS4A03G0488100LC.1,,177,False,False,,TraesCS4A03G0488100LC.1,,4.52,0.0,0.1137,0.00768245838668,1,1,1,4,4,4,0,0,0,,,
1829,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0495000LC.1,TraesCS4A03G0495000LC.1,TraesCS4A03G0495000LC.1,,532,False,False,,TraesCS4A03G0495000LC.1,,3.01,0.0,0.0633,0.00768245838668,1,0,1,1,0,1,0,0,0,"13M(15.9949), 8M(15.9949)",,"TraesCS4B03G0189900LC.1, TraesCS5A03G0724800LC.1, TraesCS6B03G0727300LC.1, TraesCS7A03G0019100LC.1, TraesCS7B03G0101500LC.1"
1830,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0496500.1,TraesCS4A03G0496500.1,TraesCS4A03G0496500.1,,401,False,False,,TraesCS4A03G0496500.1,,4.24,0.0,0.1141,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1831,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0502300.1,TraesCS4A03G0502300.1,TraesCS4A03G0502300.1,,625,False,False,,TraesCS4A03G0502300.1,,1.44,0.0,0.1986,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4B03G0310800.1, TraesCS4D03G0254400.1"
1832,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0506100.1,TraesCS4A03G0506100.1,TraesCS4A03G0506100.1,,495,False,False,,TraesCS4A03G0506100.1,,4.04,0.0,0.3088,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4A03G0506100.2, TraesCS4A03G0506100.3, TraesCS4A03G0579000.1, TraesCS4A03G0579000.2, TraesCS4A03G0579000.3, TraesCS4A03G0579000.4, TraesCS4B03G0221600.1, TraesCS4D03G0182100.1, TraesCS4D03G0250600.1"
1833,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0514400LC.1,TraesCS4A03G0514400LC.1,TraesCS4A03G0514400LC.1,,134,False,False,,TraesCS4A03G0514400LC.1,,6.72,0.0,0.0567,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1834,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0519000.1,TraesCS4A03G0519000.1,TraesCS4A03G0519000.1,,146,False,False,,TraesCS4A03G0519000.1,,13.7,0.0,0.1955,0.00768245838668,1,1,1,1,1,1,0,0,0,5M(15.9949),,
1835,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0542200LC.1,TraesCS4A03G0542200LC.1,TraesCS4A03G0542200LC.1,,78,False,False,,TraesCS4A03G0542200LC.1,,14.1,0.0,0.0576,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1836,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0553900.1,TraesCS4A03G0553900.1,TraesCS4A03G0553900.1,,389,False,False,,TraesCS4A03G0553900.1,,2.31,0.0,0.2043,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4B03G0254200.1, TraesCS4D03G0217400.1, TraesCS5A03G0304100.1, TraesCS5B03G0324400.1, TraesCS5D03G0326500.1"
1837,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0555300LC.1,TraesCS4A03G0555300LC.1,TraesCS4A03G0555300LC.1,,420,False,False,,TraesCS4A03G0555300LC.1,,4.76,0.0,0.0512,0.00768245838668,1,1,1,1,1,1,0,0,0,,,
1838,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0591500.1,TraesCS4A03G0591500.1,TraesCS4A03G0591500.1,,701,False,False,,TraesCS4A03G0591500.1,,2.43,0.0,0.0646,0.00768245838668,1,0,1,1,0,1,0,0,0,,,TraesCS4A03G0591500.2
1839,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0601200.1,TraesCS4A03G0601200.1,TraesCS4A03G0601200.1,,773,False,False,,TraesCS4A03G0601200.1,,2.59,0.0,0.0895,0.00768245838668,1,0,1,1,0,1,0,0,0,,,TraesCS4B03G0205700.1
1840,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0603600.1,TraesCS4A03G0603600.1,TraesCS4A03G0603600.1,,278,False,False,,TraesCS4A03G0603600.1,,2.88,0.0,0.0976,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4B03G0202400.1, TraesCS4D03G0169200.1, TraesCS7D03G0227700.1"
1841,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0623300LC.1,TraesCS4A03G0623300LC.1,TraesCS4A03G0623300LC.1,,439,False,False,,TraesCS4A03G0623300LC.1,,1.82,0.0,0.2909,0.00768245838668,1,1,1,4,4,4,0,0,0,,,
1842,PXD004720,bread wheat,embryo,single,protein,no,TraesCS4A03G0627900.1,TraesCS4A03G0627900.1,TraesCS4A03G0627900.1,,894,False,False,,TraesCS4A03G0627900.1,,1.79,0.0,0.0768,0.00768245838668,1,0,1,1,0,1,0,0,0,,,"TraesCS4A03G0627900.2, TraesCS4B03G0175200.1, TraesCS4D03G0143800.1"
